request_id,master_id,worker_id,query,start_time,end_time,latency,status,error
35,2,3,Define neural networks,1778537431.6985176,1778537432.494721,0.7962033748626709,success,
34,1,1,How does hashing work?,1778537431.4072266,1778537432.6058817,1.198655128479004,success,
36,1,0,What is concurrency vs parallelism?,1778537431.9879892,1778537432.8766942,0.8887050151824951,success,
37,2,2,What is a deadlock?,1778537432.2770736,1778537433.410384,1.133310317993164,success,
39,2,3,What is concurrency vs parallelism?,1778537432.879,1778537433.776265,0.8972649574279785,success,
38,1,1,What is distributed computing?,1778537432.5790062,1778537434.0207188,1.4417126178741455,success,
40,1,0,What is concurrency vs parallelism?,1778537433.1985886,1778537434.1910994,0.9925107955932617,success,
41,2,2,What is load balancing?,1778537433.4884942,1778537434.7419095,1.2534153461456299,success,
43,2,3,What is Kubernetes?,1778537434.0800858,1778537434.9606214,0.8805356025695801,success,
42,1,1,Explain REST API design,1778537433.8070576,1778537435.106761,1.2997033596038818,success,
44,1,0,Difference between TCP and UDP,1778537434.3954237,1778537435.2756314,0.8802077770233154,success,
45,2,2,Define neural networks,1778537434.6836023,1778537435.6087053,0.925102949142456,success,
47,2,3,How does GPU scheduling work?,1778537435.336373,1778537436.2037323,0.8673591613769531,success,
46,1,1,What is load balancing?,1778537435.0008047,1778537436.266647,1.2658424377441406,success,
48,1,0,What is concurrency vs parallelism?,1778537435.5936303,1778537436.7444184,1.1507880687713623,success,
49,2,2,Difference between TCP and UDP,1778537435.884904,1778537436.8493445,0.9644405841827393,success,
50,1,1,Explain gradient descent,1778537436.2007096,1778537437.0977972,0.897087574005127,success,
51,2,3,Explain gradient descent,1778537436.5016608,1778537437.3236861,0.8220252990722656,success,
52,1,0,What is Kubernetes?,1778537436.827754,1778537437.5818248,0.7540707588195801,success,
53,2,2,Explain gradient descent,1778537437.1152086,1778537438.0136023,0.8983936309814453,success,
54,1,1,Difference between TCP and UDP,1778537437.4007587,1778537438.1664677,0.7657089233398438,success,
55,2,3,What is a deadlock?,1778537437.704878,1778537438.6294034,0.924525260925293,success,
56,1,0,Difference between TCP and UDP,1778537437.9915915,1778537438.7430284,0.7514369487762451,success,
58,1,1,Define neural networks,1778537438.6122959,1778537439.3659241,0.7536282539367676,success,
57,2,2,How does hashing work?,1778537438.2972367,1778537439.390153,1.0929162502288818,success,
59,2,3,What is concurrency vs parallelism?,1778537438.9069726,1778537439.83871,0.9317374229431152,success,
60,1,0,What is distributed computing?,1778537439.2065032,1778537440.492947,1.2864439487457275,success,
62,1,1,Explain Docker containers,1778537439.8101249,1778537440.6778793,0.8677544593811035,success,
61,2,2,Explain REST API design,1778537439.5207546,1778537440.6778793,1.1571247577667236,success,
63,2,3,What is microservices architecture?,1778537440.0978177,1778537441.0219193,0.9241015911102295,success,
64,1,0,Explain gradient descent,1778537440.490943,1778537441.3487837,0.8578407764434814,success,
65,2,2,Explain MapReduce,1778537440.6961396,1778537441.4348931,0.7387535572052002,success,
66,1,1,What is Kubernetes?,1778537441.0277805,1778537441.8293493,0.8015687465667725,success,
67,2,3,Explain gradient descent,1778537441.3096578,1778537442.0787141,0.7690563201904297,success,
68,1,0,What is microservices architecture?,1778537441.6088402,1778537442.3888757,0.7800354957580566,success,
69,2,2,Define neural networks,1778537441.9001565,1778537442.6809473,0.7807908058166504,success,
70,1,1,What is a deadlock?,1778537442.2120867,1778537443.200369,0.9882822036743164,success,
71,2,3,What is a blockchain?,1778537442.5062244,1778537443.324381,0.8181567192077637,success,
73,2,2,Explain MapReduce,1778537443.1094692,1778537443.8723748,0.7629055976867676,success,
72,1,0,How does hashing work?,1778537442.8246164,1778537443.990621,1.1660046577453613,success,
75,2,3,Difference between TCP and UDP,1778537443.7049234,1778537444.4970434,0.7921199798583984,success,
74,1,1,What is a deadlock?,1778537443.4368682,1778537444.724019,1.2871508598327637,success,
76,1,0,How does hashing work?,1778537444.0051005,1778537445.193391,1.1882905960083008,success,
77,2,2,How does GPU scheduling work?,1778537444.3261771,1778537445.2152374,0.8890602588653564,success,
78,1,1,Explain REST API design,1778537444.6078553,1778537445.7669716,1.159116268157959,success,
79,2,3,Explain gradient descent,1778537444.9218547,1778537445.8918843,0.9700295925140381,success,
81,2,2,What is a blockchain?,1778537445.52636,1778537446.4185996,0.8922395706176758,success,
80,1,0,What is distributed computing?,1778537445.2686536,1778537446.5593574,1.2907037734985352,success,
82,1,1,How does GPU scheduling work?,1778537445.8129718,1778537446.7072072,0.894235372543335,success,
83,2,3,What is concurrency vs parallelism?,1778537446.1128743,1778537447.1659987,1.0531244277954102,success,
84,1,0,Define neural networks,1778537446.4271808,1778537447.474206,1.047025203704834,success,
85,2,2,Explain gradient descent,1778537446.7116508,1778537447.574391,0.8627400398254395,success,
86,1,1,What is a deadlock?,1778537447.0413322,1778537448.120543,1.0792107582092285,success,
87,2,3,How does GPU scheduling work?,1778537447.313883,1778537448.1521235,0.838240385055542,success,
89,2,2,Explain gradient descent,1778537447.915175,1778537448.7657604,0.8505854606628418,success,
88,1,0,What is a deadlock?,1778537447.6134887,1778537448.868324,1.2548353672027588,success,
90,1,1,What is Kubernetes?,1778537448.2350333,1778537449.0031722,0.7681388854980469,success,
91,2,3,Define neural networks,1778537448.5493705,1778537449.4665573,0.9171867370605469,success,
92,1,0,Explain Docker containers,1778537448.8657308,1778537449.5542414,0.6885106563568115,success,
93,2,2,What is a blockchain?,1778537449.1192167,1778537449.8967612,0.7775444984436035,success,
94,1,1,What is a deadlock?,1778537449.4493499,1778537450.4267023,0.9773523807525635,success,
95,2,3,Difference between TCP and UDP,1778537449.719571,1778537450.4690065,0.7494354248046875,success,
97,2,2,Difference between TCP and UDP,1778537450.3318565,1778537451.1058037,0.7739472389221191,success,
96,1,0,What is load balancing?,1778537450.0520785,1778537451.221633,1.1695544719696045,success,
98,1,1,Difference between TCP and UDP,1778537450.6221547,1778537451.5028112,0.8806564807891846,success,
99,2,3,How does GPU scheduling work?,1778537450.921473,1778537451.7668986,0.8454256057739258,success,
100,1,0,What is a blockchain?,1778537451.2446485,1778537452.0814445,0.8367960453033447,success,
101,2,2,Define neural networks,1778537451.5235593,1778537452.2984304,0.7748711109161377,success,
102,1,1,Explain REST API design,1778537451.8463767,1778537452.7109842,0.864607572555542,success,
103,2,3,Explain MapReduce,1778537452.1262262,1778537452.8760395,0.7498133182525635,success,
104,1,0,What is a blockchain?,1778537452.4468236,1778537453.2555785,0.8087549209594727,success,
105,2,2,What is a blockchain?,1778537452.7384512,1778537453.4681141,0.7296628952026367,success,
106,1,1,Explain gradient descent,1778537453.0257792,1778537453.7664828,0.7407035827636719,success,
107,2,3,How does hashing work?,1778537453.3387618,1778537454.4852018,1.146440029144287,success,
108,1,0,What is a blockchain?,1778537453.6277456,1778537454.506185,0.8784394264221191,success,
109,2,2,What is load balancing?,1778537453.936275,1778537455.2097313,1.273456335067749,success,
110,1,1,What is microservices architecture?,1778537454.2368708,1778537455.3141017,1.0772309303283691,success,
111,2,3,Explain REST API design,1778537454.5507772,1778537455.725363,1.1745858192443848,success,
112,1,0,How does GPU scheduling work?,1778537454.8313332,1778537456.0195563,1.188223123550415,success,
114,1,1,Explain Docker containers,1778537455.4413092,1778537456.4318044,0.9904952049255371,success,
115,2,3,What is Kubernetes?,1778537455.7409613,1778537456.6804578,0.9394965171813965,success,
113,2,2,What is load balancing?,1778537455.135141,1778537456.7210083,1.5858674049377441,success,
116,1,0,Define neural networks,1778537456.0400076,1778537456.9218576,0.881850004196167,success,
117,2,2,Explain MapReduce,1778537456.340297,1778537457.6801739,1.3398768901824951,success,
118,1,1,What is a blockchain?,1778537456.6387029,1778537457.6801739,1.041471004486084,success,
119,2,3,Explain REST API design,1778537456.9621174,1778537458.1928697,1.2307522296905518,success,
120,1,0,What is microservices architecture?,1778537457.2519732,1778537458.3174052,1.065432071685791,success,
121,2,2,How does GPU scheduling work?,1778537457.5543668,1778537458.7562814,1.2019145488739014,success,
122,1,1,What is a blockchain?,1778537457.8401644,1778537458.9248638,1.0846993923187256,success,
123,2,3,Difference between TCP and UDP,1778537458.1416507,1778537459.1954072,1.0537564754486084,success,
124,1,0,What is a deadlock?,1778537458.4464896,1778537459.7067037,1.26021409034729,success,
125,2,2,What is concurrency vs parallelism?,1778537458.7733002,1778537459.8505163,1.0772161483764648,success,
126,1,1,What is concurrency vs parallelism?,1778537459.0815854,1778537460.1666186,1.0850331783294678,success,
127,2,3,What is distributed computing?,1778537459.3474302,1778537460.8300521,1.4826219081878662,success,
128,1,0,How does GPU scheduling work?,1778537459.654612,1778537460.8720603,1.2174482345581055,success,
129,2,2,What is a deadlock?,1778537459.998286,1778537461.3311973,1.3329112529754639,success,
130,1,1,What is distributed computing?,1778537460.2544944,1778537461.748327,1.4938325881958008,success,
132,1,0,Difference between TCP and UDP,1778537460.8667128,1778537461.9267063,1.0599935054779053,success,
131,2,3,What is concurrency vs parallelism?,1778537460.5826542,1778537461.93967,1.35701584815979,success,
133,2,2,What is Kubernetes?,1778537461.1694055,1778537462.3589625,1.1895570755004883,success,
134,1,1,Define neural networks,1778537461.4884634,1778537462.7481916,1.259728193283081,success,
135,2,3,Explain gradient descent,1778537461.7860777,1778537463.0428777,1.2567999362945557,success,
136,1,0,How does GPU scheduling work?,1778537462.0673444,1778537463.163005,1.09566068649292,success,
137,2,2,Explain MapReduce,1778537462.3589625,1778537463.3619833,1.0030207633972168,success,
139,2,3,Explain MapReduce,1778537462.9595292,1778537464.1126344,1.1531052589416504,success,
138,1,1,How does hashing work?,1778537462.6741996,1778537464.4216695,1.7474699020385742,success,
140,1,0,Explain REST API design,1778537463.2789202,1778537464.6163082,1.337388038635254,success,
141,2,2,Difference between TCP and UDP,1778537463.5957487,1778537464.7200816,1.1243329048156738,success,
143,2,3,What is a blockchain?,1778537464.1694431,1778537465.4422529,1.2728097438812256,success,
142,1,1,How does GPU scheduling work?,1778537463.869071,1778537465.7352278,1.866156816482544,success,
144,1,0,Explain Docker containers,1778537464.4705737,1778537465.797481,1.3269073963165283,success,
145,2,2,What is Kubernetes?,1778537464.7839077,1778537465.9059868,1.1220791339874268,success,
147,2,3,Explain MapReduce,1778537465.380539,1778537466.6736863,1.293147325515747,success,
146,1,1,Explain MapReduce,1778537465.1123004,1778537466.9776146,1.865314245223999,success,
148,1,0,What is a blockchain?,1778537465.686614,1778537467.0346613,1.3480472564697266,success,
149,2,2,Explain Docker containers,1778537465.9736507,1778537467.0887344,1.1150836944580078,success,
151,2,3,Define neural networks,1778537466.5983074,1778537467.902212,1.3039045333862305,success,
153,2,2,How does GPU scheduling work?,1778537467.182586,1778537468.5412004,1.358614444732666,success,
150,1,1,What is load balancing?,1778537466.279191,1778537468.9005811,2.6213901042938232,success,
152,1,0,What is load balancing?,1778537466.8843474,1778537468.971926,2.087578535079956,success,
155,2,3,What is microservices architecture?,1778537467.7841456,1778537469.237739,1.4535934925079346,success,
157,2,2,Define neural networks,1778537468.3895214,1778537469.8308492,1.4413278102874756,success,
156,1,0,What is microservices architecture?,1778537468.0979438,1778537470.276204,2.178260326385498,success,
154,1,1,Explain REST API design,1778537467.5016172,1778537470.477576,2.975958824157715,success,
159,2,3,How does hashing work?,1778537468.9907496,1778537470.991689,2.00093936920166,success,
161,2,2,Explain MapReduce,1778537469.589571,1778537471.1032362,1.5136651992797852,success,
160,1,0,What is Kubernetes?,1778537469.2846437,1778537471.4791095,2.1944658756256104,success,
158,1,1,Explain REST API design,1778537468.6895268,1778537472.0456173,3.356090545654297,success,
163,2,3,What is Kubernetes?,1778537470.2013016,1778537472.21285,2.0115485191345215,success,
165,2,2,How does GPU scheduling work?,1778537470.7947245,1778537472.454531,1.659806489944458,success,
164,1,0,Difference between TCP and UDP,1778537470.5029576,1778537472.6600595,2.15710186958313,success,
167,2,3,What is microservices architecture?,1778537471.4149473,1778537473.300267,1.885319709777832,success,
162,1,1,How does hashing work?,1778537469.8941026,1778537473.5117555,3.6176528930664062,success,
169,2,2,Explain gradient descent,1778537472.001106,1778537473.5554519,1.5543458461761475,success,
168,1,0,Explain Docker containers,1778537471.6966262,1778537473.6858704,1.9892442226409912,success,
173,2,2,Explain gradient descent,1778537473.1938963,1778537474.6991606,1.5052642822265625,success,
171,2,3,What is distributed computing?,1778537472.6043875,1778537474.7828019,2.1784143447875977,success,
172,1,0,What is a deadlock?,1778537472.9136164,1778537474.946342,2.0327255725860596,success,
166,1,1,What is load balancing?,1778537471.0969484,1778537475.0366204,3.9396719932556152,success,
177,2,2,What is concurrency vs parallelism?,1778537474.4263744,1778537475.7665634,1.340188980102539,success,
175,2,3,What is a blockchain?,1778537473.8244805,1778537475.8744159,2.0499353408813477,success,
170,1,1,What is concurrency vs parallelism?,1778537472.303657,1778537476.1200888,3.816431760787964,success,
176,1,0,What is load balancing?,1778537474.1353967,1778537476.5785716,2.4431748390197754,success,
181,2,2,Explain gradient descent,1778537475.6042056,1778537476.865556,1.261350393295288,success,
179,2,3,What is Kubernetes?,1778537475.0311022,1778537476.865556,1.834453821182251,success,
174,1,1,What is load balancing?,1778537473.5054529,1778537477.6260283,4.120575428009033,success,
183,2,3,What is Kubernetes?,1778537476.2540426,1778537477.8406246,1.5865819454193115,success,
185,2,2,Explain Docker containers,1778537476.8299708,1778537477.8406246,1.0106537342071533,success,
180,1,0,How does hashing work?,1778537475.3129106,1778537478.115529,2.8026185035705566,success,
178,1,1,What is a blockchain?,1778537474.6991606,1778537478.6756968,3.976536273956299,success,
187,2,3,Define neural networks,1778537477.429009,1778537478.8505902,1.4215812683105469,success,
189,2,2,What is a deadlock?,1778537478.009276,1778537479.3641262,1.3548502922058105,success,
184,1,0,How does hashing work?,1778537476.5027099,1778537479.6031015,3.1003916263580322,success,
182,1,1,What is Kubernetes?,1778537475.9143734,1778537479.6509988,3.7366254329681396,success,
191,2,3,What is a blockchain?,1778537478.6169107,1778537479.9147582,1.2978475093841553,success,
193,2,2,Explain gradient descent,1778537479.2209551,1778537480.5300124,1.3090572357177734,success,
188,1,0,What is microservices architecture?,1778537477.7142422,1778537480.7073252,2.9930830001831055,success,
186,1,1,What is microservices architecture?,1778537477.115897,1778537480.7983387,3.6824417114257812,success,
195,2,3,Explain MapReduce,1778537479.8112636,1778537480.9441547,1.1328911781311035,success,
197,2,2,What is concurrency vs parallelism?,1778537480.430622,1778537481.5265565,1.0959343910217285,success,
192,1,0,Explain REST API design,1778537478.9306598,1778537481.9083006,2.9776408672332764,success,
190,1,1,What is distributed computing?,1778537478.3163817,1778537482.2131233,3.8967416286468506,success,
199,2,3,What is concurrency vs parallelism?,1778537481.0159023,1778537482.5838656,1.5679633617401123,success,
201,2,2,Difference between TCP and UDP,1778537481.6229124,1778537482.681636,1.0587236881256104,success,
196,1,0,What is microservices architecture?,1778537480.1337159,1778537482.9624972,2.8287813663482666,success,
194,1,1,What is a blockchain?,1778537479.5136628,1778537483.2211142,3.707451343536377,success,
203,2,3,Define neural networks,1778537482.2414966,1778537483.6262717,1.384775161743164,success,
200,1,0,What is a blockchain?,1778537481.3372838,1778537483.9193592,2.582075357437134,success,
198,1,1,Define neural networks,1778537480.7221296,1778537484.099821,3.3776915073394775,success,
205,2,2,What is load balancing?,1778537482.8202422,1778537484.2987957,1.4785535335540771,success,
204,1,0,What is Kubernetes?,1778537482.5236547,1778537484.7967074,2.27305269241333,success,
209,2,2,Explain MapReduce,1778537484.0445256,1778537485.201362,1.1568362712860107,success,
207,2,3,What is distributed computing?,1778537483.4275887,1778537485.2298226,1.8022339344024658,success,
202,1,1,Explain gradient descent,1778537481.922961,1778537485.2298226,3.306861639022827,success,
208,1,0,Explain REST API design,1778537483.722509,1778537485.9361093,2.2136003971099854,success,
211,2,3,Define neural networks,1778537484.6405087,1778537486.1419928,1.5014841556549072,success,
213,2,2,What is concurrency vs parallelism?,1778537485.2273545,1778537486.1728177,0.9454631805419922,success,
206,1,1,Explain Docker containers,1778537483.167757,1778537486.3042028,3.1364457607269287,success,
212,1,0,What is microservices architecture?,1778537484.9309096,1778537486.893481,1.962571382522583,success,
215,2,3,What is microservices architecture?,1778537485.8711667,1778537487.1288705,1.2577037811279297,success,
210,1,1,Explain REST API design,1778537484.3226066,1778537487.4623902,3.1397836208343506,success,
217,2,2,Explain gradient descent,1778537486.4654715,1778537487.559786,1.0943145751953125,success,
216,1,0,Explain MapReduce,1778537486.1268678,1778537488.066895,1.9400272369384766,success,
219,2,3,What is a blockchain?,1778537487.0328982,1778537488.2054417,1.1725435256958008,success,
221,2,2,What is a deadlock?,1778537487.634108,1778537488.956108,1.3220000267028809,success,
214,1,1,What is load balancing?,1778537485.5507274,1778537489.0090928,3.4583654403686523,success,
223,2,3,What is microservices architecture?,1778537488.2627277,1778537489.3515282,1.0888004302978516,success,
220,1,0,Define neural networks,1778537487.3312216,1778537489.4450426,2.113821029663086,success,
225,2,2,How does GPU scheduling work?,1778537488.8381636,1778537490.1441734,1.3060097694396973,success,
218,1,1,What is a deadlock?,1778537486.7435641,1778537490.4457755,3.702211380004883,success,
227,2,3,Difference between TCP and UDP,1778537489.4607334,1778537490.5462701,1.0855367183685303,success,
224,1,0,How does hashing work?,1778537488.563355,1778537491.0099573,2.4466023445129395,success,
231,2,3,What is concurrency vs parallelism?,1778537490.6585488,1778537491.7162411,1.057692289352417,success,
222,1,1,What is a blockchain?,1778537487.9613729,1778537491.7523692,3.7909963130950928,success,
229,2,2,What is load balancing?,1778537490.0411053,1778537491.8310935,1.7899882793426514,success,
228,1,0,What is concurrency vs parallelism?,1778537489.7451098,1778537492.1793265,2.4342167377471924,success,
233,2,2,What is microservices architecture?,1778537491.2462244,1778537493.029739,1.7835144996643066,success,
232,1,0,Explain MapReduce,1778537490.9578834,1778537493.2851164,2.327233076095581,success,
226,1,1,What is load balancing?,1778537489.1509383,1778537493.4041176,4.253179311752319,success,
235,2,3,What is distributed computing?,1778537491.8748982,1778537493.5458186,1.6709203720092773,success,
237,2,2,Difference between TCP and UDP,1778537492.4498353,1778537494.1442692,1.6944339275360107,success,
230,1,1,What is microservices architecture?,1778537490.3550541,1778537494.7383704,4.383316278457642,success,
236,1,0,How does hashing work?,1778537492.1615994,1778537494.8689334,2.707334041595459,success,
239,2,3,What is distributed computing?,1778537493.074675,1778537495.1466837,2.0720086097717285,success,
241,2,2,Explain MapReduce,1778537493.6551685,1778537495.3997474,1.7445788383483887,success,
234,1,1,Explain MapReduce,1778537491.5590441,1778537495.8266504,4.267606258392334,success,
243,2,3,Explain MapReduce,1778537494.256605,1778537496.1898222,1.9332172870635986,success,
240,1,0,Explain gradient descent,1778537493.3697197,1778537496.4068174,3.037097692489624,success,
245,2,2,What is concurrency vs parallelism?,1778537494.8709557,1778537496.6260798,1.7551240921020508,success,
238,1,1,Explain Docker containers,1778537492.7497606,1778537496.7826521,4.032891511917114,success,
247,2,3,How does GPU scheduling work?,1778537495.4595478,1778537497.2689044,1.809356689453125,success,
249,2,2,How does GPU scheduling work?,1778537496.080815,1778537497.6764219,1.595606803894043,success,
242,1,1,Difference between TCP and UDP,1778537493.980935,1778537497.7588353,3.777900218963623,success,
244,1,0,What is a deadlock?,1778537494.5570269,1778537497.7588353,3.201808452606201,success,
253,2,2,Explain gradient descent,1778537497.2617228,1778537498.6802871,1.4185643196105957,success,
251,2,3,How does hashing work?,1778537496.6647198,1778537498.7168653,2.052145481109619,success,
246,1,1,Define neural networks,1778537495.1747165,1778537498.7351012,3.560384750366211,success,
248,1,0,What is distributed computing?,1778537495.761624,1778537499.1622205,3.4005963802337646,success,
255,2,3,Explain Docker containers,1778537497.8681686,1778537499.5675533,1.6993846893310547,success,
250,1,1,Explain MapReduce,1778537496.3814003,1778537499.6138823,3.2324819564819336,success,
257,2,2,Explain gradient descent,1778537498.4774537,1778537499.9301949,1.4527411460876465,success,
252,1,0,Explain gradient descent,1778537496.9693696,1778537500.3218248,3.3524551391601562,success,
259,2,3,What is microservices architecture?,1778537499.0810106,1778537500.6511416,1.5701310634613037,success,
254,1,1,Explain REST API design,1778537497.6025498,1778537500.7703438,3.1677939891815186,success,
261,2,2,What is load balancing?,1778537499.6619835,1778537501.4283233,1.7663397789001465,success,
256,1,0,What is a deadlock?,1778537498.169143,1778537501.467727,3.298583984375,success,
263,2,3,What is a blockchain?,1778537500.278318,1778537501.7613285,1.4830105304718018,success,
258,1,1,What is concurrency vs parallelism?,1778537498.780615,1778537501.8890288,3.1084136962890625,success,
265,2,2,What is microservices architecture?,1778537500.8896635,1778537502.4856684,1.5960049629211426,success,
260,1,0,What is concurrency vs parallelism?,1778537499.364267,1778537502.596726,3.2324588298797607,success,
267,2,3,Define neural networks,1778537501.4687407,1778537502.7756176,1.3068768978118896,success,
262,1,1,What is load balancing?,1778537499.986111,1778537503.2378151,3.251704216003418,success,
264,1,0,Explain Docker containers,1778537500.5794728,1778537503.5307972,2.951324462890625,success,
271,2,3,What is Kubernetes?,1778537502.6763973,1778537503.6678646,0.9914672374725342,success,
269,2,2,What is a deadlock?,1778537502.0676806,1778537503.7457066,1.6780259609222412,success,
268,1,0,What is microservices architecture?,1778537501.769843,1778537504.4301658,2.660322666168213,success,
273,2,2,Explain MapReduce,1778537503.2926288,1778537504.5998852,1.3072564601898193,success,
266,1,1,What is load balancing?,1778537501.1680517,1778537504.8011172,3.6330654621124268,success,
275,2,3,What is concurrency vs parallelism?,1778537503.8874059,1778537505.0856166,1.1982107162475586,success,
272,1,0,How does GPU scheduling work?,1778537502.9704394,1778537505.5698407,2.5994012355804443,success,
277,2,2,Explain REST API design,1778537504.4739077,1778537505.7701175,1.2962098121643066,success,
279,2,3,Explain REST API design,1778537505.0954018,1778537506.263392,1.1679902076721191,success,
270,1,1,How does hashing work?,1778537502.3841517,1778537506.2651381,3.880986452102661,success,
281,2,2,What is Kubernetes?,1778537505.6769664,1778537506.6624427,0.9854762554168701,success,
276,1,0,Explain REST API design,1778537504.1857493,1778537506.722435,2.5366857051849365,success,
274,1,1,What is microservices architecture?,1778537503.572272,1778537507.1867962,3.6145241260528564,success,
283,2,3,What is a blockchain?,1778537506.2868512,1778537507.329804,1.0429527759552002,success,
280,1,0,Define neural networks,1778537505.40513,1778537507.644864,2.239734172821045,success,
285,2,2,Explain Docker containers,1778537506.8787267,1778537507.9160929,1.0373661518096924,success,
278,1,1,How does GPU scheduling work?,1778537504.7917128,1778537508.0695953,3.2778825759887695,success,
284,1,0,Difference between TCP and UDP,1778537506.6013978,1778537508.4816716,1.8802738189697266,success,
287,2,3,What is microservices architecture?,1778537507.4861577,1778537508.5904837,1.1043260097503662,success,
282,1,1,What is a blockchain?,1778537505.982413,1778537508.964868,2.982455015182495,success,
289,2,2,Explain gradient descent,1778537508.1000717,1778537509.2469804,1.1469087600708008,success,
288,1,0,Explain Docker containers,1778537507.7911396,1778537509.3002985,1.5091588497161865,success,
286,1,1,Explain MapReduce,1778537507.1936624,1778537509.8379273,2.6442649364471436,success,
291,2,3,How does GPU scheduling work?,1778537508.7126822,1778537509.95516,1.2424776554107666,success,
292,1,0,Explain gradient descent,1778537508.9968793,1778537510.3723133,1.3754339218139648,success,
293,2,2,Difference between TCP and UDP,1778537509.308612,1778537510.4218998,1.1132876873016357,success,
290,1,1,How does GPU scheduling work?,1778537508.383794,1778537510.8314226,2.4476284980773926,success,
295,2,3,How does hashing work?,1778537509.9094536,1778537511.2321124,1.3226587772369385,success,
296,1,0,What is microservices architecture?,1778537510.2064576,1778537511.3937392,1.187281608581543,success,
297,2,2,How does GPU scheduling work?,1778537510.5560482,1778537511.7682803,1.2122321128845215,success,
299,2,3,How does GPU scheduling work?,1778537511.0893452,1778537512.3296406,1.24029541015625,success,
294,1,1,What is distributed computing?,1778537509.6193175,1778537512.3296406,2.7103230953216553,success,
300,1,0,What is distributed computing?,1778537511.389672,1778537512.9112518,1.5215797424316406,success,
301,2,2,Explain gradient descent,1778537511.7084324,1778537513.049573,1.3411405086517334,success,
303,2,3,What is a blockchain?,1778537512.2974303,1778537513.5798745,1.2824442386627197,success,
298,1,1,How does hashing work?,1778537510.8141236,1778537513.79411,2.9799864292144775,success,
305,2,2,How does GPU scheduling work?,1778537512.919451,1778537514.3038561,1.3844051361083984,success,
304,1,0,What is distributed computing?,1778537512.6089928,1778537514.350701,1.7417082786560059,success,
307,2,3,Explain MapReduce,1778537513.5217147,1778537514.6948485,1.1731338500976562,success,
302,1,1,Explain REST API design,1778537512.0127456,1778537515.1905205,3.1777749061584473,success,
311,2,3,Explain gradient descent,1778537514.7028127,1778537515.7511106,1.0482978820800781,success,
309,2,2,What is a deadlock?,1778537514.1268928,1778537515.7962306,1.6693377494812012,success,
308,1,0,What is distributed computing?,1778537513.8101645,1778537515.8339944,2.023829936981201,success,
